"GEO_ID","NAME","B19001_001E","B19001_001EA","B19001_001M","B19001_001MA","B19001_002E","B19001_002EA","B19001_002M","B19001_002MA","B19001_003E","B19001_003M","B19001_003MA","B19001_003EA","B19001_004E","B19001_004EA","B19001_004M","B19001_004MA","B19001_005E","B19001_005EA","B19001_005M","B19001_005MA","B19001_006E","B19001_006EA","B19001_006M","B19001_006MA","B19001_007E","B19001_007EA","B19001_007M","B19001_007MA","B19001_008E","B19001_008M","B19001_008MA","B19001_008EA","B19001_009E","B19001_009EA","B19001_009M","B19001_009MA","B19001_010E","B19001_010EA","B19001_010M","B19001_010MA","B19001_011E","B19001_011M","B19001_011MA","B19001_011EA","B19001_012E","B19001_012EA","B19001_012M","B19001_012MA","B19001_013E","B19001_013EA","B19001_013M","B19001_013MA","B19001_014E","B19001_014EA","B19001_014M","B19001_014MA","B19001_015E","B19001_015EA","B19001_015M","B19001_015MA","B19001_016E","B19001_016EA","B19001_016M","B19001_016MA","B19001_017E","B19001_017M","B19001_017MA","B19001_017EA",
"1500000US131150011003","Block Group 3, Census Tract 11, Floyd County, Georgia","356","null","107","null","8","null","12","null","25","40","null","null","33","null","42","null","7","null","11","null","3","null","5","null","0","null","14","null","6","11","null","null","0","null","14","null","0","null","14","null","75","57","null","null","44","null","34","null","34","null","36","null","12","null","19","null","36","null","36","null","8","null","15","null","65","47","null","null",
"1500000US131150012001","Block Group 1, Census Tract 12, Floyd County, Georgia","394","null","180","null","0","null","14","null","0","14","null","null","0","null","14","null","56","null","70","null","76","null","94","null","36","null","53","null","31","46","null","null","33","null","52","null","0","null","14","null","0","14","null","null","18","null","27","null","2","null","10","null","62","null","78","null","33","null","38","null","26","null","36","null","21","33","null","null",
"1500000US131150012002","Block Group 2, Census Tract 12, Floyd County, Georgia","744","null","209","null","0","null","14","null","21","30","null","null","15","null","18","null","0","null","14","null","14","null","18","null","54","null","75","null","7","13","null","null","20","null","27","null","14","null","21","null","46","48","null","null","249","null","165","null","84","null","81","null","194","null","119","null","0","null","14","null","26","null","28","null","0","14","null","null",
"1500000US131150012003","Block Group 3, Census Tract 12, Floyd County, Georgia","644","null","180","null","10","null","17","null","0","14","null","null","84","null","79","null","15","null","24","null","39","null","72","null","30","null","39","null","52","56","null","null","15","null","24","null","16","null","25","null","136","113","null","null","141","null","95","null","17","null","20","null","53","null","68","null","36","null","48","null","0","null","14","null","0","14","null","null",
"1500000US131150013011","Block Group 1, Census Tract 13.01, Floyd County, Georgia","496","null","157","null","0","null","14","null","50","67","null","null","213","null","116","null","0","null","14","null","0","null","14","null","34","null","85","null","0","14","null","null","0","null","14","null","36","null","55","null","8","14","null","null","44","null","51","null","17","null","31","null","0","null","14","null","12","null","21","null","3","null","9","null","79","75","null","null",
"1500000US131150013012","Block Group 2, Census Tract 13.01, Floyd County, Georgia","301","null","126","null","7","null","13","null","18","30","null","null","0","null","14","null","0","null","14","null","0","null","14","null","54","null","87","null","0","14","null","null","88","null","90","null","0","null","14","null","19","35","null","null","63","null","64","null","33","null","42","null","0","null","14","null","8","null","18","null","0","null","14","null","11","20","null","null",
"1500000US131150013021","Block Group 1, Census Tract 13.02, Floyd County, Georgia","600","null","166","null","22","null","33","null","0","14","null","null","0","null","14","null","0","null","14","null","70","null","77","null","42","null","39","null","14","21","null","null","18","null","24","null","28","null","32","null","13","22","null","null","84","null","86","null","109","null","77","null","175","null","114","null","0","null","14","null","0","null","14","null","25","30","null","null",
"1500000US131150013022","Block Group 2, Census Tract 13.02, Floyd County, Georgia","649","null","159","null","74","null","73","null","112","86","null","null","72","null","78","null","46","null","39","null","36","null","42","null","27","null","44","null","72","73","null","null","12","null","20","null","0","null","14","null","3","5","null","null","80","null","59","null","53","null","86","null","37","null","43","null","0","null","14","null","16","null","25","null","9","24","null","null",
"1500000US131150014001","Block Group 1, Census Tract 14, Floyd County, Georgia","497","null","148","null","0","null","14","null","0","14","null","null","19","null","33","null","13","null","23","null","48","null","57","null","22","null","35","null","52","63","null","null","0","null","14","null","0","null","14","null","51","59","null","null","45","null","52","null","128","null","114","null","71","null","75","null","31","null","36","null","17","null","29","null","0","14","null","null",
"1500000US131150014002","Block Group 2, Census Tract 14, Floyd County, Georgia","413","null","197","null","0","null","14","null","0","14","null","null","38","null","60","null","0","null","14","null","0","null","14","null","81","null","89","null","0","14","null","null","138","null","170","null","29","null","35","null","17","26","null","null","36","null","58","null","21","null","34","null","42","null","67","null","0","null","14","null","0","null","14","null","11","18","null","null",
"1500000US131150014003","Block Group 3, Census Tract 14, Floyd County, Georgia","466","null","179","null","12","null","20","null","0","14","null","null","55","null","78","null","0","null","14","null","33","null","37","null","0","null","14","null","11","18","null","null","0","null","14","null","0","null","14","null","78","107","null","null","109","null","110","null","31","null","40","null","96","null","112","null","41","null","36","null","0","null","14","null","0","14","null","null",
"1500000US131150014004","Block Group 4, Census Tract 14, Floyd County, Georgia","385","null","131","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","45","null","73","null","0","14","null","null","20","null","32","null","14","null","23","null","73","86","null","null","0","null","14","null","26","null","44","null","0","null","14","null","32","null","36","null","39","null","43","null","136","98","null","null",
"1500000US131150014005","Block Group 5, Census Tract 14, Floyd County, Georgia","506","null","138","null","14","null","21","null","0","14","null","null","0","null","14","null","66","null","90","null","0","null","14","null","0","null","14","null","28","33","null","null","0","null","14","null","18","null","28","null","0","14","null","null","126","null","85","null","38","null","41","null","72","null","61","null","33","null","37","null","35","null","41","null","76","66","null","null",
"1500000US131150016001","Block Group 1, Census Tract 16, Floyd County, Georgia","198","null","92","null","0","null","14","null","15","24","null","null","0","null","14","null","16","null","28","null","0","null","14","null","56","null","82","null","27","42","null","null","0","null","14","null","0","null","14","null","33","24","null","null","16","null","13","null","0","null","14","null","35","null","32","null","0","null","14","null","0","null","14","null","0","14","null","null",
"1500000US131150016002","Block Group 2, Census Tract 16, Floyd County, Georgia","326","null","102","null","47","null","39","null","37","36","null","null","34","null","32","null","120","null","98","null","13","null","16","null","6","null","11","null","14","24","null","null","1","null","2","null","0","null","14","null","39","42","null","null","15","null","24","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null",
